Cluster.number	genenames
Cluster 5	Tmem248
Cluster 5	Tnfsf12
Cluster 5	Tnnt1
Cluster 5	Tox
Cluster 5	Tpbg
Cluster 5	Traf3
Cluster 5	Tril
Cluster 5	Trim41
Cluster 5	Trim44
Cluster 5	Trim46
Cluster 5	Tspan33
Cluster 5	Tspan5
Cluster 5	Ttbk2
Cluster 5	Ttc7b
Cluster 5	Ttc9b
Cluster 5	Ube2d1
Cluster 5	Ube2m
Cluster 5	Ubn2
Cluster 5	Ubp1
Cluster 5	Ubqln2
Cluster 5	Ubtf
Cluster 5	Usf2
Cluster 5	Usp30
Cluster 5	Usp36
Cluster 5	Usp42
Cluster 5	Uvrag
Cluster 5	Vgf
Cluster 5	Vps37c
Cluster 5	Vps37d
Cluster 5	Wasf1
Cluster 5	Wasl
Cluster 5	Wdfy3
Cluster 5	Whamm
Cluster 5	Wipf3
Cluster 5	Ybx3
Cluster 5	Ylpm1
Cluster 5	Ypel3
Cluster 5	Zc3h13
Cluster 5	Zcchc2
Cluster 5	Zer1
Cluster 5	Zfp142
Cluster 5	Zfp238
Cluster 5	Zfp358
Cluster 5	Zfp36l1
Cluster 5	Zfp385b
Cluster 5	Zfp395
Cluster 5	Zfp467
Cluster 5	Zfp513
Cluster 5	Zfp524
Cluster 5	Zfp598
Cluster 5	Zfp652
Cluster 5	Zfp703
Cluster 5	Zfp787
Cluster 5	Zmiz1
Cluster 5	Zmynd10
Cluster 6	Aagab
Cluster 6	Aamp
Cluster 6	Abcf3
Cluster 6	Abhd1
Cluster 6	Abhd11
Cluster 6	Abhd5
Cluster 6	Acat2
Cluster 6	Aco2
Cluster 6	Acox1
Cluster 6	Actg1
Cluster 6	Acy1
Cluster 6	Adat1
Cluster 6	Akr1a1
Cluster 6	Aldoc
Cluster 6	Alg1
Cluster 6	Amph
Cluster 6	Anapc10
Cluster 6	Anapc5
Cluster 6	Anxa6
Cluster 6	Ap2m1
Cluster 6	Ap3m2
Cluster 6	Apex1
Cluster 6	Apex2
Cluster 6	Apod
Cluster 6	App
Cluster 6	Aptx
Cluster 6	Arf1
Cluster 6	Arhgap9
Cluster 6	Arl1
Cluster 6	Arl2
Cluster 6	Arl6ip5
Cluster 6	Asna1
Cluster 6	Atcay
Cluster 6	Atp5a1
Cluster 6	Atp5b
Cluster 6	Atp6ap1
Cluster 6	Atp6ap2
Cluster 6	Atp6v0d1
Cluster 6	Atp6v0e2
Cluster 6	Atp6v1g2
Cluster 6	Bcat1
Cluster 6	Bcs1l
Cluster 6	Becn1
Cluster 6	Bid
Cluster 6	Bre
Cluster 6	Brk1
Cluster 6	Bscl2
Cluster 6	Bsg
Cluster 6	Bysl
Cluster 6	C1qtnf1
Cluster 6	Calm2
Cluster 6	Calm3
Cluster 6	Caln1
Cluster 6	Camk1
Cluster 6	Cap1
Cluster 6	Capzb
Cluster 6	Car4
Cluster 6	Ccbl1
Cluster 6	Ccdc101
Cluster 6	Ccdc115
Cluster 6	Ccdc130
Cluster 6	Ccdc17
Cluster 6	Ccdc184
Cluster 6	Cd200
Cluster 6	Cd274
Cluster 6	Cd81
Cluster 6	Cd82
Cluster 6	Cdc123
Cluster 6	Cdh5
Cluster 6	Cdk5
Cluster 6	Cdk5rap3
Cluster 6	Cfl1
Cluster 6	Chmp1a
Cluster 6	Chrna2
Cluster 6	Ciapin1
Cluster 6	Ckmt1b
Cluster 6	Clpb
Cluster 6	Clu
Cluster 6	Cnp
Cluster 6	Copg1
Cluster 6	Cops4
Cluster 6	Cops7b
Cluster 6	Coro1b
Cluster 6	Cox15
Cluster 6	Cpne9
Cluster 6	Cpsf3l
Cluster 6	Creb3
Cluster 6	Csf1r
Cluster 6	Csrp1
Cluster 6	Ctsa
Cluster 6	Ctsb
Cluster 6	Cx3cr1
Cluster 6	Cyb5d1
Cluster 6	Cyb5d2
Cluster 6	Cyb5r2
Cluster 6	Cyc1
Cluster 6	Cyth3
Cluster 6	D2hgdh
Cluster 6	Dap3
Cluster 6	Dctn5
Cluster 6	Dcun1d3
Cluster 6	Ddx41
Cluster 6	Dhdds
Cluster 6	Dhodh
Cluster 6	Dhrs7b
Cluster 6	Dhx58
Cluster 6	Dnajc11
Cluster 6	Dnajc5
Cluster 6	Dnpep
Cluster 6	Dok4
Cluster 6	Dpp3
Cluster 6	Drg1
Cluster 6	Dtd2
Cluster 6	Ech1
Cluster 6	Ehd3
Cluster 6	Eif2b2
Cluster 6	Eif4a1
Cluster 6	Eif5a
Cluster 6	Elmod3
Cluster 6	Elovl1
Cluster 6	Elovl7
Cluster 6	Eno1
Cluster 6	Enpp6
Cluster 6	Ephx1
Cluster 6	Exo5
Cluster 6	Fam126a
Cluster 6	Fdft1
Cluster 6	Fdps
Cluster 6	Fez1
Cluster 6	Fkbp4
Cluster 6	Fli1
Cluster 6	Fn3krp
Cluster 6	Fstl1
Cluster 6	Fxyd2
Cluster 6	Fxyd5
Cluster 6	Gad2
Cluster 6	Gapdh
Cluster 6	Gas8
Cluster 6	Gca
Cluster 6	Gde1
Cluster 6	Gdi1
Cluster 6	Ghdc
Cluster 6	Ghitm
Cluster 6	Gimap6
Cluster 6	Gle1
Cluster 6	Glrb
Cluster 6	Glul
Cluster 6	Glyr1
Cluster 6	Gmfb
Cluster 6	Gmppa
Cluster 6	Gnb5
Cluster 6	Got1
Cluster 6	Gper1
Cluster 6	Gpi
Cluster 6	Gpnmb
Cluster 6	Gpr108
Cluster 6	Gpr84
Cluster 6	Gps1
Cluster 6	Gripap1
Cluster 6	Gss
Cluster 6	Gstm7
Cluster 6	Gstt3
Cluster 6	Gtf3c6
Cluster 6	Hadh
Cluster 6	Hars
Cluster 6	Hddc2
Cluster 6	Hey1
Cluster 6	Hirip3
Cluster 6	Hnrnph2
Cluster 6	Hnrnpk
Cluster 6	Hrh1
Cluster 6	Hsdl1
Cluster 6	Hspa8
Cluster 6	Hspbap1
Cluster 6	Htr1a
Cluster 6	Htr3a
Cluster 6	Htr7
Cluster 6	Idh3g
Cluster 6	Idnk
Cluster 6	Ifngr1
Cluster 6	Ikbkg
Cluster 6	Imp4
Cluster 6	Inpp5k
Cluster 6	Insig2
Cluster 6	Ip6k2
Cluster 6	Ipo9
Cluster 6	Ippk
Cluster 6	Jmjd8
Cluster 6	Kbtbd4
Cluster 6	Kcns2
Cluster 6	Kiaa0895l
Cluster 6	Klhl11
Cluster 6	Klhl12
Cluster 6	Klk6
Cluster 6	Kptn
Cluster 6	Krt26
Cluster 6	Lamb3
Cluster 6	Ldha
Cluster 6	Ldhb
Cluster 6	Ldhd
Cluster 6	Leprotl1
Cluster 6	Letm1
Cluster 6	Lgals9
Cluster 6	Lgmn
Cluster 6	Lgr5
Cluster 6	Lman2l
Cluster 6	LOC100910802
Cluster 6	LOC302022
Cluster 6	LOC500300
Cluster 6	LOC501038
Cluster 6	Lonp2
Cluster 6	Lrrc45
Cluster 6	Lss
Cluster 6	M6pr
Cluster 6	Magt1
Cluster 6	Map1lc3b
Cluster 6	Masp1
Cluster 6	Max
Cluster 6	Mchr1
Cluster 6	Mcu
Cluster 6	Mdh1
Cluster 6	Mdh2
Cluster 6	Med18
Cluster 6	Mgst3
Cluster 6	Micu1
Cluster 6	Morf4l2
Cluster 6	Mpi
Cluster 6	Mrap2
Cluster 6	Mrps27
Cluster 6	Msn
Cluster 6	Msra
Cluster 6	Mtfr1
Cluster 6	Mtpn
Cluster 6	Mtx1
Cluster 6	Mx2
Cluster 6	Myadml2
Cluster 6	Myl9
Cluster 6	Nap1l5
Cluster 6	Napa
Cluster 6	Napb
Cluster 6	Nat9
Cluster 6	Ncaph2
Cluster 6	Ndrg2
Cluster 6	Ndrg4
Cluster 6	Ndufv1
Cluster 6	Nhp2l1
Cluster 6	Ninj2
Cluster 6	Nob1
Cluster 6	Noct
Cluster 6	Nop2
Cluster 6	Nop56
Cluster 6	Npc2
Cluster 6	Nrbp1
Cluster 6	Nrf1
Cluster 6	Nrsn1
Cluster 6	Nsfl1c
Cluster 6	Nsg1
Cluster 6	Nubp2
Cluster 6	Oaz2
Cluster 6	Os9
Cluster 6	P2rx3
Cluster 6	P2ry13
Cluster 6	Pamr1
Cluster 6	Park2
Cluster 6	Parva
Cluster 6	Pcdha13
Cluster 6	Pcdha8
Cluster 6	Pcolce
Cluster 6	Pcyox1
Cluster 6	Pdia6
Cluster 6	Pea15
Cluster 6	Pfkp
Cluster 6	Pgam1
Cluster 6	Pgk1
Cluster 6	Pias1
Cluster 6	Pitpnb
Cluster 6	Pkm
Cluster 6	Plekhb1
Cluster 6	Plekhb2
Cluster 6	Plp1
Cluster 6	Pnck
Cluster 6	Polr1e
Cluster 6	Pou6f2
Cluster 6	Ppil2
Cluster 6	Ppp1ca
Cluster 6	Ppp1r7
Cluster 6	Ppp1r8
Cluster 6	Ppp2r1a
Cluster 6	Ppt1
Cluster 6	Pramef8
Cluster 6	Prdx6
Cluster 6	Prepl
Cluster 6	Prkacb
Cluster 6	Prkar1a
Cluster 6	Prkcz
Cluster 6	Prmt1
Cluster 6	Prmt7
Cluster 6	Prnp
Cluster 6	Psap
Cluster 6	Psmb2
Cluster 6	Psmc4
Cluster 6	Psmd2
Cluster 6	Ptgds
Cluster 6	Ptp4a1
Cluster 6	Pycr1
Cluster 6	Qdpr
Cluster 6	Rab18
Cluster 6	Rab5c
Cluster 6	Rab7a
Cluster 6	Rab8a
Cluster 6	Rabggta
Cluster 6	Rabif
Cluster 6	Ramp3
Cluster 6	Rdh13
Cluster 6	Renbp
Cluster 6	RGD1311188
Cluster 6	RGD1561157
Cluster 6	RGD1563441
Cluster 6	RGD1565166
Cluster 6	Rgs5
Cluster 6	Rhbdd1
Cluster 6	Rmdn3
Cluster 6	Rnd1
Cluster 6	Rnf34
Cluster 6	Rnf4
Cluster 6	Rpa1
Cluster 6	Rplp0
Cluster 6	Rrm2b
Cluster 6	Rrn3
Cluster 6	Rtcb
Cluster 6	Ruvbl2
Cluster 6	S100a16
Cluster 6	S100b
Cluster 6	Sap30bp
Cluster 6	Saraf
Cluster 6	Sars
Cluster 6	Scnm1
Cluster 6	Scrn1
Cluster 6	Sdha
Cluster 6	Sdhc
Cluster 6	Sec22b
Cluster 6	Selt
Cluster 6	Sep15
Cluster 6	Sept1
Cluster 6	Sept4
Cluster 6	Serpina1
Cluster 6	Serpinf1
Cluster 6	Sfxn3
Cluster 6	Sh3bgrl2
Cluster 6	Sh3gl2
Cluster 6	Sigmar1
Cluster 6	Sirt3
Cluster 6	Skp1
Cluster 6	Slc25a11
Cluster 6	Slc25a19
Cluster 6	Slc25a4
Cluster 6	Slc31a1
Cluster 6	Slc3a2
Cluster 6	Slc9a4
Cluster 6	Smpdl3b
Cluster 6	Smug1
Cluster 6	Smyd2
Cluster 6	Smyd5
Cluster 6	Snap25
Cluster 6	Snap47
Cluster 6	Snapc5
Cluster 6	Snca
Cluster 6	Snx1
Cluster 6	Spag7
Cluster 6	Sri
Cluster 6	Srprb
Cluster 6	Srsf7
Cluster 6	Stard5
Cluster 6	Stard7
Cluster 6	Stat2
Cluster 6	Stip1
Cluster 6	Stk25
Cluster 6	Stmn1
Cluster 6	Stmn3
Cluster 6	Stmn4
Cluster 6	Stom
Cluster 6	Stx5
Cluster 6	Stx7
Cluster 6	Stxbp6
Cluster 6	Surf4
Cluster 6	Syt11
Cluster 6	Tacr3
Cluster 6	Tax1bp3
Cluster 6	Tbl3
Cluster 6	Tbrg1
Cluster 6	Tecr
Cluster 6	Ten1
Cluster 6	Tf
Cluster 6	Thap1
Cluster 6	Thy1
Cluster 6	Tie1
Cluster 6	Timm23
Cluster 6	Tinagl1
Cluster 6	Tmbim6
Cluster 6	Tmed4
Cluster 6	Tmed9
Cluster 6	Tmem11
Cluster 6	Tmem125
Cluster 6	Tmem14a
Cluster 6	Tmem167b
Cluster 6	Tmem176a
Cluster 6	Tmem176b
Cluster 6	Tmem204
Cluster 6	Tmem205
Cluster 6	Tmem209
Cluster 6	Tmem255a
Cluster 6	Tmem98
Cluster 6	Tmx2
Cluster 6	Tnfaip8l2
Cluster 6	Tnfrsf19
Cluster 6	Toe1
Cluster 6	Tpd52
Cluster 6	Tpd52l2
Cluster 6	Tpm2
Cluster 6	Tpm3
Cluster 6	Trub1
Cluster 6	Tsc22d1
Cluster 6	Tspan3
Cluster 6	Tspyl4
Cluster 6	Tsr2
Cluster 6	Tsta3
Cluster 6	Ttc5
Cluster 6	Ttll1
Cluster 6	Tuba1a
Cluster 6	Tuba1b
Cluster 6	Tuba4a
Cluster 6	Tubb2a
Cluster 6	Tubb2b
Cluster 6	Tubb3
Cluster 6	Tubb4b
Cluster 6	Tubb6
Cluster 6	Tvp23a
Cluster 6	Twsg1
Cluster 6	Txndc15
Cluster 6	Tyw1
Cluster 6	Ubb
Cluster 6	Ubc
Cluster 6	Ube2i
Cluster 6	Ube2j1
Cluster 6	Ube2n
Cluster 6	Ube2v1
Cluster 6	Ubox5
Cluster 6	Uqcc1
Cluster 6	Uqcrc1
Cluster 6	Vamp1
Cluster 6	Vps26a
Cluster 6	Vps33a
Cluster 6	Vsnl1
Cluster 6	Vti1a
Cluster 6	Vtn
Cluster 6	Wars2
Cluster 6	Wdr13
Cluster 6	Wdr45
Cluster 6	Wwox
Cluster 6	Xpnpep1
Cluster 6	Yipf2
Cluster 6	Ywhae
Cluster 6	Zc2hc1a
Cluster 6	Zfp133
Cluster 6	Zfp251
Cluster 6	Zwint
Cluster 7	Acvr2b
Cluster 7	Adcy2
Cluster 7	Adora2b
Cluster 7	Ahi1
Cluster 7	Ahsp
Cluster 7	Ak6
Cluster 7	Akip1
Cluster 7	Alg5
Cluster 7	Alyref
Cluster 7	Ankrd37
Cluster 7	Apoa1bp
Cluster 7	Apoc1
Cluster 7	Apoc4
Cluster 7	Aqp9
Cluster 7	Arl4a
Cluster 7	Arl8b
Cluster 7	Arpc5l
Cluster 7	Arpin
Cluster 7	Asf1a
Cluster 7	Ate1
Cluster 7	Atox1
Cluster 7	Atp6v1c2
Cluster 7	Atrn
Cluster 7	Avpi1
Cluster 7	B3gat2
Cluster 7	Bag1
Cluster 7	Bcas2
Cluster 7	Bdnf
Cluster 7	Bex1
Cluster 7	Bex2
Cluster 7	Bloc1s4
Cluster 7	Bloc1s5
Cluster 7	Bnip3l
Cluster 7	Bola3
Cluster 7	Cabp7
Cluster 7	Cacna2d1
Cluster 7	Cacybp
Cluster 7	Calb1
Cluster 7	Cartpt
Cluster 7	Cbr1
Cluster 7	Ccdc50
Cluster 7	Ccng1
Cluster 7	Cct4
Cluster 7	Cebpg
Cluster 7	Cetn4
Cluster 7	Cgnl1
Cluster 7	Chchd2
Cluster 7	Chodl
Cluster 7	Chrac1
Cluster 7	Cited1
Cluster 7	Cluap1
Cluster 7	Clybl
Cluster 7	Cmss1
Cluster 7	Cnpy2
Cluster 7	Cnrip1
Cluster 7	Coa4
Cluster 7	Coprs
Cluster 7	Cops6
Cluster 7	Copz2
Cluster 7	Coq7
Cluster 7	Cox5a
Cluster 7	Cox7a2
Cluster 7	Crim1
Cluster 7	Cryga
Cluster 7	Crym
Cluster 7	Cst6
Cluster 7	Ctxn3
Cluster 7	Cwc15
Cluster 7	Cwc25
Cluster 7	Dazap2
Cluster 7	Dcp2
Cluster 7	Dcxr
Cluster 7	Ddit4l2
Cluster 7	Ddx24
Cluster 7	Dear
Cluster 7	Dgcr6
Cluster 7	Diaph3
Cluster 7	Dkk2
Cluster 7	Dkk3
Cluster 7	Dnai1
Cluster 7	Dnajb9
Cluster 7	Dnajc25
Cluster 7	Dnajc28
Cluster 7	Dnm1l
Cluster 7	Dnph1
Cluster 7	Dph3
Cluster 7	Dtnbp1
Cluster 7	Dtwd1
Cluster 7	Dynll1
Cluster 7	Ebpl
Cluster 7	Edf1
Cluster 7	Eef1d
Cluster 7	Eef1e1
Cluster 7	Efcab1
Cluster 7	Efcab10
Cluster 7	Egfl6
Cluster 7	Eif3k
Cluster 7	Eif5
Cluster 7	Elof1
Cluster 7	Enho
Cluster 7	Enkur
Cluster 7	Epb41l4a
Cluster 7	Eprs
Cluster 7	Ethe1
Cluster 7	Eva1b
Cluster 7	Fabp5
Cluster 7	Fam104a
Cluster 7	Fam133b
Cluster 7	Fam162a
Cluster 7	Fam195a
Cluster 7	Fam216a
Cluster 7	Fam46a
Cluster 7	Fam58b
Cluster 7	Fam69b
Cluster 7	Fdx1l
Cluster 7	Fgfr1op2
Cluster 7	Fhit
Cluster 7	Fhod3
Cluster 7	Fkbp11
Cluster 7	Fktn
Cluster 7	Fmc1
Cluster 7	Fundc2
Cluster 7	Fxn
Cluster 7	Galnt9
Cluster 7	Gatc
Cluster 7	Gclc
Cluster 7	Gcsh
Cluster 7	Gemin7
Cluster 7	Ggnbp2
Cluster 7	Glrx2
Cluster 7	Glrx3
Cluster 7	Glrx5
Cluster 7	Gltscr2
Cluster 7	Gmfg
Cluster 7	Gnb2l1
Cluster 7	Gng10
Cluster 7	Gng12
Cluster 7	Gng13
Cluster 7	Gpr135
Cluster 7	Gpsm2
Cluster 7	Gpsm3
Cluster 7	Grp
Cluster 7	Grsf1
Cluster 7	Gtf2a2
Cluster 7	Habp4
Cluster 7	Hes6
Cluster 7	Higd2a
Cluster 7	Hint1
Cluster 7	Hint2
Cluster 7	Hist1h1d
Cluster 7	Hmg1l1
Cluster 7	Hmgn2
Cluster 7	Hs3st2
Cluster 7	Ict1
Cluster 7	Idh3a
Cluster 7	Ifi27
Cluster 7	Ift20
Cluster 7	Ift57
Cluster 7	Il33
Cluster 7	Ing5
Cluster 7	Iscu
Cluster 7	Kcnmb2
Cluster 7	Kif3a
Cluster 7	Kif5b
Cluster 7	Kxd1
Cluster 7	Laptm4b
Cluster 7	Larp7
Cluster 7	Ldb2
Cluster 7	Lims1
Cluster 7	Lman1
Cluster 7	Lmo1
Cluster 7	Lmo2
Cluster 7	Lnpep
Cluster 7	LOC100134871
Cluster 7	LOC100910996
Cluster 7	LOC100911576
Cluster 7	LOC103692984
Cluster 7	LOC689064
Cluster 7	LOC690871
Cluster 7	Lrrc51
Cluster 7	Lrrfip1
Cluster 7	Lsamp
Cluster 7	Lsm1
Cluster 7	Luc7l
Cluster 7	Luc7l3
Cluster 7	Lurap1l
Cluster 7	Lyar
Cluster 7	Malsu1
Cluster 7	Map1lc3a
Cluster 7	Map2k4
Cluster 7	Map7d2
Cluster 7	Mast3
Cluster 7	Mc4r
Cluster 7	Med28
Cluster 7	Metap2
Cluster 7	Mettl9
Cluster 7	Mitd1
Cluster 7	Mmp23
Cluster 7	Mospd3
Cluster 7	Mpc2
Cluster 7	Mplkip
Cluster 7	Mrpl12
Cluster 7	Mrpl13
Cluster 7	Mrpl16
Cluster 7	Mrpl20
Cluster 7	Mrpl32
Cluster 7	Mrpl40
Cluster 7	Mrpl53
Cluster 7	Mrpl54
Cluster 7	Mrps12
Cluster 7	Mrps15
Cluster 7	Mrps17
Cluster 7	Mrps18a
Cluster 7	Mrps18b
Cluster 7	Mrps24
Cluster 7	Mrps26
Cluster 7	Mrps28
Cluster 7	Mrps34
Cluster 7	Mrps7
Cluster 7	Mt2A
Cluster 7	Myh7
Cluster 7	Myo5b
Cluster 7	Myt1l
Cluster 7	Naa50
Cluster 7	Ndufa6
Cluster 7	Ndufab1
Cluster 7	Ndufaf6
Cluster 7	Ndufb2
Cluster 7	Ndufb6
Cluster 7	Ndufs6
Cluster 7	Nelfe
Cluster 7	Nenf
Cluster 7	Ngb
Cluster 7	Nhp2
Cluster 7	Nmt1
Cluster 7	Nsmce4a
Cluster 7	Nsrp1
Cluster 7	Ntf3
Cluster 7	Nthl1
Cluster 7	Nubpl
Cluster 7	Nudt16
Cluster 7	Nudt19
Cluster 7	Oaf
Cluster 7	Ogfod3
Cluster 7	Opn3
Cluster 7	Osbpl1a
Cluster 7	Oser1
Cluster 7	Ostm1
Cluster 7	Pam
Cluster 7	Parp2
Cluster 7	Pcbd1
Cluster 7	Pck2
Cluster 7	Pdcd4
Cluster 7	Pdcd5
Cluster 7	Pde10a
Cluster 7	Pde6d
Cluster 7	Pdgfa
Cluster 7	Peli1
Cluster 7	Penk
Cluster 7	Perp
Cluster 7	Pgm1
Cluster 7	Pgm2l1
Cluster 7	Phf20
Cluster 7	Phlda3
Cluster 7	Pigp
Cluster 7	Pkig
Cluster 7	Pla2g16
Cluster 7	Plcxd3
Cluster 7	Plekhj1
Cluster 7	Plekho1
Cluster 7	Pnlip
Cluster 7	Pole4
Cluster 7	Polr2l
Cluster 7	Polr3k
Cluster 7	Pomp
Cluster 7	Ppp1r14b
Cluster 7	Ppp1r1a
Cluster 7	Ppp1r21
Cluster 7	Ppp3ca
Cluster 7	Pqbp1
Cluster 7	Prkrip1
Cluster 7	Prodh2
Cluster 7	Prph
Cluster 7	Prss12
Cluster 7	Psma7
Cluster 7	Psmb4
Cluster 7	Psme3
Cluster 7	Psmg4
Cluster 7	Ptges3
Cluster 7	Ptn
Cluster 7	Ptpre
Cluster 7	Pus1
Cluster 7	Pxmp2
Cluster 7	Rab2a
Cluster 7	Rab4a
Cluster 7	Rab7b
Cluster 7	Rad18
Cluster 7	Rala
Cluster 7	Ramp1
Cluster 7	Rbm39
Cluster 7	Rbm48
Cluster 7	Rbm7
Cluster 7	Rbp1
Cluster 7	Rbp4
Cluster 7	Rdh14
Cluster 7	Rec114
Cluster 7	Resp18
Cluster 7	Rexo2
Cluster 7	Rfk
Cluster 7	Rfx3
Cluster 7	Rgcc
Cluster 7	RGD1306058
Cluster 7	RGD1306954
Cluster 7	RGD1309676
Cluster 7	RGD1311747
Cluster 7	RGD1560394
Cluster 7	RGD1563986
Cluster 7	RGD1564093
Cluster 7	Rgs10
Cluster 7	Rgs7
Cluster 7	Riiad1
Cluster 7	Riok1
Cluster 7	Rnf182
Cluster 7	Rnmtl1
Cluster 7	Rpl13a
Cluster 7	Rpl14
Cluster 7	Rpl21
Cluster 7	Rpl28
Cluster 7	Rpl29
Cluster 7	Rpl32
Cluster 7	Rpl34
Cluster 7	Rpl4
Cluster 7	Rpl6
Cluster 7	Rplp2
Cluster 7	Rpp38
Cluster 7	Rps19
Cluster 7	Rps2
Cluster 7	Rps3a
Cluster 7	Rps4y2
Cluster 7	Rps5
Cluster 7	Rps8
Cluster 7	Rras
Cluster 7	Rrp15
Cluster 7	Rrp7a
Cluster 7	Rsrc1
Cluster 7	Rsrc2
Cluster 7	S1pr1
Cluster 7	Sbsn
Cluster 7	Scara3
Cluster 7	Sdf2l1
Cluster 7	Sdhaf3
Cluster 7	Sec11a
Cluster 7	Sec11c
Cluster 7	Sept11
Cluster 7	Sept7
Cluster 7	Serbp1
Cluster 7	Serp2
Cluster 7	Sh3bp5
Cluster 7	Sh3gl3
Cluster 7	Slc25a38
Cluster 7	Slc35a3
Cluster 7	Slc4a1ap
Cluster 7	Slfn13
Cluster 7	Smc1a
Cluster 7	Smim12
Cluster 7	Snapc3
Cluster 7	Snrnp27
Cluster 7	Snx3
Cluster 7	Snx6
Cluster 7	Spcs1
Cluster 7	Srp14
Cluster 7	Srp9
Cluster 7	Ssna1
Cluster 7	St13
Cluster 7	Stard10
Cluster 7	Stard3nl
Cluster 7	Stx8
Cluster 7	Sugt1
Cluster 7	Svbp
Cluster 7	Syf2
Cluster 7	Syncrip
Cluster 7	Taf9
Cluster 7	Tamm41
Cluster 7	Tax1bp1
Cluster 7	Tbcb
Cluster 7	Tcea1
Cluster 7	Tctex1d1
Cluster 7	Tekt1
Cluster 7	Tes
Cluster 7	Timm8a1
Cluster 7	Tmem134
Cluster 7	Tmem147
Cluster 7	Tmem170a
Cluster 7	Tmem192
Cluster 7	Tmem80
Cluster 7	Tmem97
Cluster 7	Tmsb10
Cluster 7	Tnnc2
Cluster 7	Tomm20
Cluster 7	Top1mt
Cluster 7	Tpm1
Cluster 7	Tpst1
Cluster 7	Tpt1
Cluster 7	Trappc5
Cluster 7	Trim3
Cluster 7	Trim45
Cluster 7	Trmt10a
Cluster 7	Trmt112
Cluster 7	Trnau1ap
Cluster 7	Tspan15
Cluster 7	Tsr3
Cluster 7	Tysnd1
Cluster 7	Tyw5
Cluster 7	Uba5
Cluster 7	Ube2e2
Cluster 7	Ubxn1
Cluster 7	Ubxn4
Cluster 7	Uchl5
Cluster 7	Ufl1
Cluster 7	Upk2
Cluster 7	Uqcrb
Cluster 7	Usp45
Cluster 7	Utp23
Cluster 7	Vapa
Cluster 7	Vimp
Cluster 7	Vkorc1
Cluster 7	Vps36
Cluster 7	Vwc2
Cluster 7	Wbp11
Cluster 7	Wdfy1
Cluster 7	Yeats4
Cluster 7	Zc3h15
Cluster 7	Zcrb1
Cluster 7	Zfp148
Cluster 7	Zfp281
Cluster 7	Znhit2
Cluster 7	Zswim7
Cluster 8	Abcb7
Cluster 8	Abcc1
Cluster 8	Abhd2
Cluster 8	Abl2
Cluster 8	Acaca
Cluster 8	Acly
Cluster 8	Acot2
Cluster 8	Acot3
Cluster 8	Actl6b
Cluster 8	Adam23
Cluster 8	Adam9
Cluster 8	Adamts3
Cluster 8	Adamts5
Cluster 8	Adar
Cluster 8	Adcyap1
Cluster 8	Adgrf5
Cluster 8	Adipor2
Cluster 8	Adra1a
Cluster 8	Adrbk2
Cluster 8	Agbl4
Cluster 8	Agbl5
Cluster 8	Agpat9
Cluster 8	Aif1l
Cluster 8	Ak4
Cluster 8	Akap6
Cluster 8	Aldh4a1
Cluster 8	Aldoart2
Cluster 8	Alg10
Cluster 8	Alkbh5
Cluster 8	Aloxe3
Cluster 8	Ambra1
Cluster 8	Ankh
Cluster 8	Ankrd34c
Cluster 8	Arhgap1
Cluster 8	Arhgef6
Cluster 8	Arl14ep
Cluster 8	Arl5b
Cluster 8	Armcx6
Cluster 8	Arnt
Cluster 8	Arrb1
Cluster 8	Arrdc4
Cluster 8	Asb7
Cluster 8	Avil
Cluster 8	B3galt5
Cluster 8	B3gntl1
Cluster 8	Bcas1
Cluster 8	Bcl2l2
Cluster 8	Bhlhe40
Cluster 8	Blcap
Cluster 8	Bmp3
Cluster 8	Bnip3
Cluster 8	Btg2
Cluster 8	C2cd3
Cluster 8	Cacna1d
Cluster 8	Cacna1e
Cluster 8	Cadm2
Cluster 8	Calcrl
Cluster 8	Calhm2
Cluster 8	Camk2d
Cluster 8	Card6
Cluster 8	Cat
Cluster 8	Cby1
Cluster 8	Ccdc85a
Cluster 8	Ccny
Cluster 8	Ccr5
Cluster 8	Cd151
Cluster 8	Cd180
Cluster 8	Cd38
Cluster 8	Cd55
Cluster 8	Cdh2
Cluster 8	Cdh20
Cluster 8	Cdk20
Cluster 8	Cdk5r1
Cluster 8	Cdon
Cluster 8	Cds1
Cluster 8	Cdyl2
Cluster 8	Cecr2
Cluster 8	Celf1
Cluster 8	Celf2
Cluster 8	Cfap20
Cluster 8	Chn2
Cluster 8	Chrdl1
Cluster 8	Chrna7
Cluster 8	Chst15
Cluster 8	Clca1
Cluster 8	Clic4
Cluster 8	Cln3
Cluster 8	Cmtm4
Cluster 8	Cntn1
Cluster 8	Cog6
Cluster 8	Comt
Cluster 8	Cpne3
Cluster 8	Csmd1
Cluster 8	Csrnp3
Cluster 8	Ctnnd1
Cluster 8	Ctns
Cluster 8	Cwf19l1
Cluster 8	Cxadr
Cluster 8	Dcaf17
Cluster 8	Dcaf8
Cluster 8	Dck
Cluster 8	Dctd
Cluster 8	Dctn4
Cluster 8	Dedd
Cluster 8	Dhx33
Cluster 8	Dhx35
Cluster 8	Dio2
Cluster 8	Dlc1
Cluster 8	Dmd
Cluster 8	Dnajc6
Cluster 8	Dnal1
Cluster 8	Dok6
Cluster 8	Dpp6
Cluster 8	Dpy19l3
Cluster 8	Drp2
Cluster 8	Dusp10
Cluster 8	Dusp16
